"Student_ID" "Result" "Male" "Age" "Visa" "Final" "Note" "Teacher_Assessment"
"1" 1 "Failed" "M" 4.45754813123362 37.2532007173163 40.8254936645296 39.039347190923 33.5037142118634
"2" 10 "Failed" "M" 17.1818649391922 35.1083624779772 8.40299007583352 21.7556762769054 43.4357799901203
"3" 100 "Passed" "M" 18.4451759171417 40.4987258563977 61.6919734027229 51.0953496295603 84.2376392393794
"4" 101 "Passed" "M" 19.9675231918735 98.2385066555526 49.8589344432105 74.0487205493815 77.9314088402543
"5" 102 "Failed" "M" 20.2745897906586 43.1142911663004 17.0316513465977 30.0729712564491 29.3159742550733
"6" 103 "Passed" "W" 18.1861463041845 52.3602986962693 97.6680979160271 75.0141983061482 79.3556135749894
"7" 107 "Failed" "W" 11.6431399958561 19.3233886345268 18.8818004897835 19.1025945621551 35.7563142494031
"8" 11 "Passed" "W" 3.78847980670327 67.127967048481 99.7223178591739 83.4251424538275 62.404168915661
"9" 110 "Failed" "M" 22.8969119260773 36.3354324556437 4.15865633555456 20.2470443955991 21.7937071244733
"10" 115 "Passed" "W" 12.1589928744467 96.5249866417023 59.6332621293697 78.079124385536 52.1951919073932
"11" 116 "Passed" "M" 2.04037209163855 76.7836636098529 34.9887215822201 55.8861925960365 52.3682246116593
"12" 12 "Passed" "W" 17.7055147903289 95.4827576405295 94.9389715496698 95.2108645950997 78.1965915460323
"13" 121 "Passed" "M" 19.7305043478597 43.4337501146163 82.2859583391943 62.8598542269053 58.3019759807078
"14" 122 "Failed" "M" 9.60943998795641 78.8929577191395 17.2948146468841 48.0938861830118 10.3208978757106
"15" 124 "Passed" "W" 12.0913586843186 55.5106381468134 92.9102510961175 74.2104446214655 76.9271057909167
"16" 125 "Failed" "M" 23.3905667729015 8.56392946312813 80.521151644596 44.542540553862 1.45462710814285
"17" 127 "Failed" "W" 18.037973179874 20.9273763036629 50.4498554240069 35.6886158638349 24.4282483491204
"18" 130 "Failed" "W" 17.7446605573495 22.7090901762482 29.2434295593269 25.9762598677876 41.8826798810858
"19" 131 "Passed" "W" 9.13377063607513 28.139390762695 77.7776921366173 52.9585414496561 84.4354847684053
"20" 132 "Failed" "M" 17.4244408266445 47.3250702415398 10.2676502543399 28.7963602479398 33.7349841642362
"21" 134 "Failed" "M" 23.6744651001867 20.1157037809518 56.4710854694928 38.2933946252223 47.8320289325627
"22" 135 "Failed" "W" 2.95439432553697 0.629577042888241 74.0045699655271 37.3170735042076 33.2233719034103
"23" 138 "Passed" "M" 11.4223767821747 19.8485311851508 87.0405770252844 53.4445541052176 66.5197197378672
"24" 140 "Passed" "W" 17.2255867956031 28.5603826698033 98.561722234542 63.5610524521726 77.5265655817348
"25" 143 "Failed" "W" 5.26549859628819 10.4809850231922 81.6429982664594 46.0619916448258 26.8484690748565
"26" 144 "Failed" "M" 7.89245516196315 19.7135086704521 64.0367903112946 41.8751494908734 5.09986687614153
"27" 146 "Passed" "W" 2.98863420666361 75.4562953749084 80.556805563974 78.0065504694412 54.5953559437546
"28" 149 "Failed" "M" 1.32169087957207 38.7200847400319 2.22065075701401 20.4703677485229 44.6871038758128
"29" 15 "Failed" "W" 12.386947755774 19.0473594342705 3.45618690449606 11.2517731693833 33.7854343139663
"30" 151 "Failed" "W" 8.74667476676733 7.69048912479253 45.6639404026922 26.6772147637423 7.49742059868905
"31" 152 "Passed" "W" 9.30317287372328 90.5108729061499 15.7957093447965 53.1532911254732 87.5554655780773
"32" 154 "Passed" "M" 22.7442492486919 78.074602671724 80.4016894044683 79.2381460380962 65.7699302592638
"33" 155 "Passed" "W" 12.2567864583644 85.537660233611 80.3618936755863 82.9497769545987 60.4557471657996
"34" 157 "Failed" "M" 13.0266028532477 3.55144394896201 33.2523817751653 18.4019128620636 26.7618205462515
"35" 158 "Passed" "M" 14.1952200370963 99.4320304496951 29.4823694612125 64.4571999554538 79.6212249981918
"36" 159 "Passed" "W" 14.2361394109447 29.7186050055164 91.8495410247123 60.7840730151144 57.4149351134944
"37" 160 "Failed" "M" 4.07206077026266 16.0691585238059 32.0713113872851 24.0702349555455 30.5873427554524
"38" 161 "Failed" "M" 22.8366848038395 30.7564156143086 5.04156860386712 17.8989921090878 22.262968607677
"39" 163 "Passed" "W" 2.20758312723734 60.7915292099404 67.4590210497085 64.1252751298245 60.2979085757679
"40" 164 "Passed" "M" 2.03403150448375 47.4710815580674 68.7455863742484 58.1083339661579 50.9608312961434
"41" 167 "Passed" "W" 17.4171156018209 53.2958255469886 82.8469202280472 68.0713728875179 51.9801837394023
"42" 174 "Failed" "M" 18.7363051577814 24.979553232486 69.9341683243575 47.4568607784218 38.5593865470014
"43" 175 "Passed" "W" 1.9233774891512 64.7784528014076 94.0844184789905 79.431435640199 85.0790919373113
"44" 177 "Failed" "M" 13.2326621236282 12.6194590925951 41.8422574887721 27.2308582906836 34.6703183625185
"45" 179 "Passed" "W" 19.9275928470708 95.6257690657028 28.0309832014837 61.8283761335933 99.324141391236
"46" 180 "Failed" "M" 8.34423274855254 3.23064003999642 57.1657157788401 30.1981779094182 15.3845225395839
"47" 183 "Passed" "W" 17.6070343448981 18.661835561884 82.1808033377209 50.4213194498024 65.6693745331629
"48" 186 "Failed" "M" 3.22683185093286 63.1626007903087 3.24966732273942 33.2061340565241 48.2955843797022
"49" 188 "Failed" "W" 10.885142966773 11.283848340639 27.1862825307481 19.2350654356936 28.9087917628206
"50" 193 "Passed" "M" 24.7096403432146 63.9598208761435 82.3114984340195 73.1356596550815 93.8124335571827
"51" 195 "Passed" "W" 5.64948004780315 66.5109838502829 37.0763419702247 51.7936629102538 79.5618471439177
"52" 196 "Passed" "M" 12.8877609994332 67.6406744723612 46.7598552909321 57.2002648816466 93.393721019213
"53" 198 "Passed" "M" 17.3207354863628 71.6076055315404 50.7044275373587 61.1560165344496 67.0100429452885
"54" 20 "Failed" "M" 13.5531313098514 6.79407795743694 40.5040414237321 23.6490596905845 47.6409949346367
"55" 202 "Passed" "M" 16.5632167636389 58.9261374329029 95.8369200063703 77.3815287196366 72.5638605237613
"56" 204 "Passed" "W" 11.1818931332657 75.8141517734306 95.6371684493541 85.7256601113924 59.1436988617114
"57" 206 "Passed" "M" 19.5016329598089 86.6534994799402 42.9320669687835 64.7927832243618 87.4368066691589
"58" 207 "Failed" "W" 3.20887319776311 26.9073333910242 70.5865859927437 48.7469596918839 12.0962551696925
"59" 208 "Passed" "M" 0.769876168469616 25.6497163727523 91.7502206789507 58.6999685258515 98.2426617022806
"60" 210 "Passed" "W" 1.56653559985928 26.1196327955049 94.0459398360322 60.0827863157686 74.365768881455
"61" 212 "Failed" "M" 17.1386586930719 56.4162771319388 22.2103138494181 39.3132954906784 11.0306025152321
"62" 213 "Passed" "M" 8.44922473923208 46.676279582195 63.4388090951678 55.0575443386814 82.052056319223
"63" 214 "Failed" "M" 2.61980132935109 36.5202206115452 61.3199420620285 48.9200813367869 15.3955281855339
"64" 218 "Failed" "M" 5.76061189681509 24.0612829070095 34.3426360868794 29.2019594969445 24.9189799796064
"65" 220 "Failed" "W" 19.2038592341978 17.6890647066893 75.8942250772267 46.791644891958 0.833427343241677
"66" 221 "Passed" "M" 12.1470217250955 95.8725906603094 59.8764921479277 77.8745414041185 75.161380874848
"67" 222 "Passed" "M" 6.83838818264685 56.4974879495551 53.568652139594 55.0330700445746 96.4415769470633
"68" 227 "Passed" "W" 8.33979862882455 67.5984406311034 92.9867235163095 80.2925820737064 85.2144560447763
"69" 229 "Failed" "M" 5.88671780410883 32.0768080880466 10.6797332499147 21.3782706689806 29.0448943828578
"70" 230 "Passed" "M" 15.433010094984 79.4939501336824 85.5543797888711 82.5241649612767 82.342000623809
"71" 232 "Passed" "W" 13.4665219661487 96.0493651355976 81.7202397392627 88.8848024374302 62.6204734545432
"72" 234 "Failed" "M" 18.5704824995326 33.0687790674732 20.1237180764152 26.5962485719442 33.1889242975286
"73" 235 "Passed" "W" 22.6774915418837 79.487899241152 72.6139021486698 76.0509006949109 52.4678861983923
"74" 238 "Failed" "M" 3.36532908595823 18.5638728800032 23.832909369704 21.1983911248536 45.6075057673564
"75" 24 "Failed" "W" 17.1284132277483 58.0208522100349 12.5488715795651 35.2848618948 19.3093861455234
"76" 245 "Failed" "M" 6.76836824805525 75.2583895772358 15.466113047765 45.3622513125004 45.636993745178
"77" 246 "Failed" "M" 1.38826732992057 71.9967597756343 9.41759464861945 40.7071772121269 44.2529249133092
"78" 248 "Passed" "W" 19.7590591239074 95.8005399432215 56.5743787914529 76.1874593673372 76.4137960248843
"79" 29 "Passed" "M" 9.40130948324957 92.4563866211803 20.931755521347 56.6940710712637 66.3895492756661
"80" 3 "Failed" "W" 24.3573000514545 82.3394800547346 14.2655884114325 48.3025342330835 38.2815642285372
"81" 31 "Failed" "W" 4.57431988414607 34.7528628083767 54.1338626983065 44.4433627533416 34.2804570603443
"82" 34 "Passed" "W" 6.21160146560437 60.3488774318258 47.497959872795 53.9234186523104 93.4646223010854
"83" 35 "Failed" "W" 10.7665387477471 47.1226276981834 49.4539184312109 48.2882730646971 29.9793190893195
"84" 37 "Failed" "M" 13.1564234841196 20.3831738952037 40.5198921002607 30.4515329977322 12.5844021579596
"85" 41 "Passed" "M" 0.798041468345165 76.0091286384489 32.107484346386 54.0583064924175 91.1041079879337
"86" 42 "Passed" "M" 10.4979982956496 56.5321705486428 58.1920870833216 57.3621288159822 57.824375678987
"87" 44 "Passed" "W" 2.8450146135114 59.031302854519 56.8480588792686 57.9396808668938 76.9615026547532
"88" 47 "Failed" "W" 12.3619942381455 25.5071346410883 40.2227839062545 32.8649592736714 22.4080365503031
"89" 48 "Failed" "M" 19.2919581073996 7.20610721875848 42.0618893697112 24.6339982942348 31.0208142375548
"90" 51 "Passed" "W" 13.8852099165066 60.220391875964 60.0719287947498 60.1461603353569 85.0445117362869
"91" 54 "Failed" "M" 22.4421666374853 3.50151405735523 54.8846243009439 29.1930691791496 49.7840516834417
"92" 56 "Failed" "W" 5.63633309297627 58.9134382759527 4.44511065309895 31.6792744645258 23.2277695327711
"93" 57 "Failed" "M" 11.7795174292062 43.5200768942099 25.5542469976278 34.5371619459188 14.069394134693
"94" 59 "Failed" "W" 17.6354242041535 27.1112471224498 33.8221829271009 30.4667150247754 23.0552159265787
"95" 64 "Failed" "M" 15.1320737581272 2.39169661591916 25.0025248459045 13.6971107309119 20.981214173595
"96" 66 "Failed" "W" 2.75553248367652 43.5620618913258 1.47549078189504 22.5187763366104 49.570705322244
"97" 67 "Passed" "W" 17.8139638918802 66.9134417477404 45.9514220724705 56.4324319101055 57.5226585426497
"98" 71 "Passed" "W" 20.0844230114287 93.8928605865618 90.7674613857404 92.3301609861511 83.6820058196105
"99" 73 "Failed" "M" 10.4164990862111 51.2167765935325 25.5120762755701 38.3644264345513 16.1972151818591
"100" 75 "Passed" "W" 12.6022403283319 63.3902065525875 46.053089078304 54.7216478154458 90.0635020417204
"101" 76 "Failed" "W" 21.0196196055501 66.8455709959469 6.72591558216524 36.7857432890561 18.3000930022999
"102" 79 "Passed" "W" 5.63297043650944 77.1426511324569 78.2488815970221 77.6957663647395 86.0342648060971
"103" 8 "Failed" "W" 14.947108845849 24.0780079596293 61.3328119365009 42.7054099480651 37.4055650878986
"104" 81 "Passed" "M" 18.133282373337 79.8393108415336 21.7633057839628 50.8013083127482 54.0226020667269
"105" 82 "Passed" "W" 4.02144914129669 19.9933089941596 80.7134751915506 50.3533920928551 73.9346583970209
"106" 83 "Passed" "W" 6.07742767246963 84.99334694423 22.2790117326118 53.6361793384209 77.1741002728592
"107" 85 "Failed" "M" 3.62465893415282 30.6682723692331 26.9216742533829 28.794973311308 40.0819781290948
"108" 86 "Failed" "M" 19.4862866794082 46.466448835174 10.4434160443129 28.4549324397435 48.1349725307708
"109" 87 "Passed" "W" 9.82883677051589 95.44918846182 87.2166359216098 91.3329121917149 97.5148332190234
"110" 88 "Passed" "W" 20.4957540248877 66.3583827840549 44.8936688943221 55.6260258391885 75.8056674955522
"111" 89 "Passed" "M" 1.09142849637211 86.8805216653592 65.7238982184161 76.3022099418877 74.1259090511009
"112" 93 "Passed" "M" 7.47282869424672 64.058112280722 90.3323639586346 77.1952381196783 64.3391302643842
"113" 94 "Failed" "M" 12.4112717020066 7.14998235534651 47.7670069482448 27.4584946517956 1.88656436872727
"114" 96 "Passed" "M" 13.2861497673181 25.4768506179157 87.5362540109874 56.5065523144516 50.7110862969212
"115" 98 "Passed" "W" 10.573784063888 55.4909659475579 85.3869776072896 70.4389717774237 97.1285235699096
